,Open,High,Low,Close,Volume,Month,Year,Day,EPS,PE
0,170.08659299998322,170.61055493030574,169.0991112804185,169.4215545654297,6831351,1,2013,1,15.16,11.17556428531858
1,170.08657161674563,172.50486231902013,169.79435616526837,170.88258361816406,13441898,1,2013,2,15.16,11.27193823338813
2,171.01356529783612,173.71399543495096,170.20747739098215,173.46209716796875,17266808,1,2013,3,15.16,11.442090842214297
3,173.6938527866825,174.23796652473592,172.01113191645348,173.68377685546875,13306377,1,2013,4,15.16,11.456713512893717
4,174.45963607919109,175.52771160480424,171.65844671766945,172.62576293945312,15307180,1,2013,7,15.16,11.38692367674493
5,172.32348153829423,172.92806430124574,170.87250712173096,171.42669677734375,13973797,1,2013,8,15.16,11.30782960272716
6,171.7793576502059,173.28071163276795,171.02364941999542,171.83981323242188,17071824,1,2013,9,15.16,11.33508002852387
7,172.85751986380478,173.0993556602317,170.69114088951574,171.3057861328125,9239813,1,2013,10,15.16,11.29985396654436
8,171.7995322519321,171.90029156896287,168.52476028084612,169.2603302001953,8050294,1,2013,11,15.16,11.164929432730561
9,169.4819992946234,171.90029014590368,169.07894857732464,170.80198669433594,7060887,1,2013,14,15.16,11.26662181361055
10,170.519857673173,171.65847837395526,168.8774403603362,170.7213897705078,10387846,1,2013,15,15.16,11.26130539383297
11,170.49964889086334,175.5075335205484,170.49964889086334,173.58297729492188,19551254,1,2013,16,15.16,11.450064465364239
12,173.73415834634062,180.07210748187913,173.26057612178184,179.356689453125,22117537,1,2013,17,15.16,11.83091619083938
13,180.3643094892759,181.9664363792188,178.48005652237023,181.41224670410156,22754714,1,2013,18,15.16,11.966507038529127
14,189.0500355326858,192.45579480438835,185.00946562353408,185.39236450195312,43957346,1,2013,21,15.16,12.229047790366302
15,185.4024454297725,187.5587622542248,184.50566052938223,185.4125213623047,18664413,1,2013,22,15.16,12.23037739856891
16,185.82566236967384,187.1758777905825,184.6366618817043,186.01710510253906,11701950,1,2013,23,15.16,12.270257592515769
17,186.41005065806004,187.08516498867124,182.78260761689933,184.50564575195312,13438049,1,2013,24,15.16,12.170557107648623
18,184.6466997710311,184.86838371066185,182.39971329609546,183.83053588867188,14088477,1,2013,25,15.16,12.126024794767273
19,183.6592577354577,184.02200476395615,180.36433358600004,180.8782196044922,13400981,1,2013,28,15.16,11.931280976549617
20,180.3643207278645,181.77499155811333,177.36161229230405,177.91580200195312,15439403,1,2013,29,15.16,11.735870844456011
21,178.8528984262535,182.05713909388828,178.8528984262535,181.25103759765625,17641932,1,2013,30,15.16,11.955873192457537
22,180.6968041313926,180.96886769259282,177.96614639947896,178.6815643310547,16733589,1,2013,31,15.16,11.786382871441601
23,179.62875819274254,181.33163099212385,178.06693498336875,180.1627960205078,8152817,2,2013,1,15.16,11.884089447263047
24,180.57593404778484,181.5734782449148,178.16771897902944,178.69168090820312,13697044,2,2013,4,15.16,11.787050191833979
25,178.1475791845966,178.53046463579028,175.93080667827394,176.28347778320312,9708430,2,2013,5,15.16,11.62819774295535
26,177.43211418411443,177.92584821962046,175.48740583288597,176.4647979736328,9876509,2,2013,6,15.16,11.640158177680265
27,175.64862636584053,177.74448719095875,174.99367742502844,175.91061401367188,8542570,2,2013,7,15.16,11.603602507498145
28,175.31612670495434,176.13229056335283,172.706379877235,174.0263671875,9584217,2,2013,8,15.16,11.479311819755937
29,174.3186090729582,176.33386298402894,173.43191349510428,175.00379943847656,8329895,2,2013,11,15.16,11.543786242643572
30,175.0440869454941,177.41199830055535,174.35891009600348,176.42453002929688,9728703,2,2013,12,15.16,11.637501980824332
31,178.1475430891868,178.95363101246704,175.8300117231699,177.13992309570312,10533233,2,2013,13,15.16,11.684691497078042
32,177.34144383096523,178.0366965228165,171.49724241797196,172.5149383544922,12284945,2,2013,14,15.16,11.379613347921648
33,172.28316818723118,172.78697815986362,168.09146006722213,170.4492950439453,14390520,2,2013,15,15.16,11.243357192872383
34,170.89265994498726,172.22272319744678,169.92534366183693,170.79190063476562,5310071,2,2013,18,15.16,11.265956506251031
35,171.09419122577992,172.30332984786386,168.12169742042505,170.9732666015625,9677020,2,2013,19,15.16,11.277919960525232
36,172.89785015424587,177.10969725032606,172.62578654419403,176.2935333251953,14873246,2,2013,20,15.16,11.628861037282013
37,175.1246707730945,176.69656981116378,172.03127925672285,173.1497344970703,16214530,2,2013,21,15.16,11.421486444397777
38,173.0086771499359,175.7292458581029,172.90791783713559,173.83493041992188,9725304,2,2013,22,15.16,11.466684064638645
39,174.11708743266536,174.30853016100124,171.49727757181418,172.17237854003906,9878487,2,2013,25,15.16,11.357017054092287
40,171.2352896842995,171.2352896842995,164.9981122374747,165.95535278320312,13474915,2,2013,26,15.16,10.946923006807594
41,167.26527791659595,169.47196124460498,166.6909227808667,167.52725219726562,17709146,2,2013,27,15.16,11.05061030324971
42,168.71619900263937,169.18978119626206,162.37825028111848,164.01060485839844,27667849,2,2013,28,15.16,10.818641481424699
43,164.44388272227062,164.94769270601915,162.32787002851805,163.31533813476562,13906688,3,2013,1,15.16,10.77277956034074
44,163.01308035768278,164.89733342737074,162.20697890308003,163.7587127685547,14948007,3,2013,4,15.16,10.802025908216008
45,165.06862783452175,168.16201970041638,165.06862783452175,166.52967834472656,13159371,3,2013,5,15.16,10.984807278675895
46,167.64811265861178,168.95802402301084,166.60018894809699,168.32322692871094,10778102,3,2013,6,15.16,11.103115232764573
47,167.51713457903168,169.58275431883257,166.06616010498635,168.57513427734375,10529882,3,2013,7,15.16,11.119731812489693
48,169.88503516867632,172.2428702242292,169.2804658718069,171.5576934814453,10131948,3,2013,8,15.16,11.31647054626948
49,171.71891403371413,173.43187612590538,169.2905473829389,170.1873321533203,10569010,3,2013,11,15.16,11.2260773188206
50,171.39646453763896,172.20256589898614,169.99586981224093,170.8624267578125,8552523,3,2013,12,15.16,11.27060862518552
51,169.72382036330038,172.625769132765,169.3207696810118,170.2880859375,9401899,3,2013,13,15.16,11.23272334680079
52,170.08656005840567,174.00620457067706,168.3232184433951,173.32101440429688,14790357,3,2013,14,15.16,11.432784591312458
53,174.2681855596023,175.20527402040477,168.93787023781073,170.01602172851562,12793329,3,2013,15,15.16,11.214777158873062
54,168.27286666140603,169.98581545603656,167.42646146981733,168.1317901611328,8023328,3,2013,18,15.16,11.090487477647283
55,168.59528216093813,169.0789403075381,163.61763765916282,166.25759887695312,17970333,3,2013,19,15.16,10.966860084231737
56,167.14431307214826,167.2249205237436,163.909844909302,165.79409790039062,20179135,3,2013,20,15.16,10.936286141186716
57,166.25761113480814,167.82951031653474,162.17675110747086,163.7587127685547,16660114,3,2013,21,15.16,10.802025908216008
58,162.89213035035658,165.4514973616892,162.09611840412435,163.3556365966797,11876985,3,2013,22,15.16,10.77543777022953
59,165.3708911035795,165.9250807265739,161.67291703681207,163.08358764648438,14058667,3,2013,25,15.16,10.75749258881823
60,161.72332537956206,162.22713544007382,157.18902138244323,157.8641357421875,19465627,3,2013,26,15.16,10.413201566107356
61,158.19663674160628,158.38809289939576,154.0452317440405,155.75819396972656,26513604,3,2013,28,15.16,10.274287201169297
62,157.390533613969,159.3654698781204,155.9395592085204,156.93710327148438,8326610,4,2013,1,16.31,9.62213999212044
63,157.22933285334852,160.51418106684352,156.84643395990184,159.99021911621094,11110756,4,2013,2,16.31,9.8093328703992
64,160.77611978445054,161.01794209452132,155.37526009608956,156.4937286376953,9321547,4,2013,3,16.31,9.594955771777764
65,155.67759794300278,156.7759015010315,154.0049393219553,154.6800537109375,11915658,4,2013,4,16.31,9.483755592332159
66,154.9722433604377,157.67267379533962,154.71026913388727,157.20916748046875,12989770,4,2013,5,16.31,9.638820814253142
67,156.80611567437956,160.08088765125086,156.7859638109378,159.08334350585938,8878601,4,2013,8,16.31,9.753730441806216
68,159.62744384887955,160.33278591505626,155.3954318093529,156.57435607910156,13081885,4,2013,9,16.31,9.59989920779286
69,157.2091782891392,157.98505199536888,155.49622940946267,157.068115234375,12190258,4,2013,10,16.31,9.63017260787094
70,157.99508688009502,158.21675733713357,153.99482165094705,155.39541625976562,11428531,4,2013,11,16.31,9.527615957067177
71,154.56918659432586,157.26960323613483,154.16613592103076,156.2519073486328,11349794,4,2013,12,16.31,9.58012920592476
72,155.78841952889744,161.20943222012212,155.78841952889744,159.92974853515625,16184406,4,2013,15,16.31,9.805625293387877
73,160.61489906668842,163.23472159827637,158.27721602939042,162.21702575683594,17774606,4,2013,16,16.31,9.945863013907784
74,162.39840134253637,163.1541230434823,155.01254241604113,155.91940307617188,32105722,4,2013,17,16.31,9.559742677876878
75,156.4836873999133,158.23693989414386,155.70781374474254,157.51145935058594,13793320,4,2013,18,16.31,9.657354957117471
76,158.39814613662818,160.15139838602985,156.8463990429769,159.1538543701172,12790893,4,2013,22,16.31,9.758053609449245
77,159.50655419835545,162.38835153208177,158.4082506799285,161.96514892578125,12356228,4,2013,23,16.31,9.930419921875
78,162.75107675378908,166.5800381097765,162.75107675378908,165.179443359375,25921526,4,2013,25,16.31,10.127494994443593
79,163.8393325616589,166.25762365506733,159.14381343164104,159.68792724609375,20852076,4,2013,26,16.31,9.790798727534872
80,159.82899515635575,160.99783018340403,158.8919065672947,159.73831176757812,20968563,4,2013,29,16.31,9.793887907270273
81,159.93982568681108,160.5443950466571,156.6146740288894,158.84152221679688,17548959,4,2013,30,16.31,9.738903875953213
82,158.6802915831379,162.63017786042784,157.87420359905832,161.80392456054688,27236264,5,2013,2,16.31,9.92053492094095
83,161.8240767594194,164.42374784418848,160.1917354720738,161.3202667236328,12917135,5,2013,3,16.31,9.890880853686868
84,161.66286430604418,166.24753435602437,161.66286430604418,165.5724334716797,9358282,5,2013,6,16.31,10.151590035050871
85,165.55227107420788,168.4542199683328,165.17944816813707,166.8924102783203,16529868,5,2013,7,16.31,10.232520556610687
86,167.28536845497092,167.8496339974447,165.66308988628475,167.19467163085938,11858396,5,2013,8,16.31,10.25105282837887
87,166.94280522243088,167.59775426144407,164.24237470455245,164.86709594726562,8182539,5,2013,9,16.31,10.108344325399488
88,168.19119347869267,169.38858489732078,167.05574774154437,167.8299102783203,9081731,5,2013,10,16.31,10.290000630185183
89,167.91249313238876,170.42081789152658,164.90871314895094,165.77578735351562,9087230,5,2013,13,16.31,10.1640580842131
90,165.26998985984315,167.01446018415518,164.24808593790368,164.77452087402344,8828077,5,2013,14,16.31,10.10266835524362
91,165.56934748842534,169.45052365585346,165.56934748842534,169.07891845703125,11255447,5,2013,15,16.31,10.366579917659795
92,168.45960087547974,174.1987759938141,168.35636724684892,173.54847717285156,15197535,5,2013,16,16.31,10.640617852412728
93,173.54846719988097,174.38457547951515,169.96664222650458,172.4852752685547,12484982,5,2013,17,16.31,10.575430733816965
94,172.87752385669606,176.51095873848493,171.0917654776891,171.5872344970703,13237846,5,2013,20,16.31,10.52036998755796
95,171.57690397759646,173.4142721858635,170.3795263157489,171.060791015625,10594235,5,2013,21,16.31,10.488092643508585
96,171.3704725315201,172.1756010734733,167.94346355733614,169.02731323242188,12579289,5,2013,22,16.31,10.363415894078596
97,167.56153706061133,168.45957717048958,161.04817265867644,161.9462127685547,12798137,5,2013,23,16.31,9.929258906717026
98,163.7939127094113,164.06228429149695,160.86238658820236,162.35911560058594,7975390,5,2013,24,16.31,9.954574837558917
99,165.72418526706264,171.92787700111987,165.36290203458177,170.99887084960938,18956469,5,2013,27,16.31,10.484296189430374
100,171.3498349281594,174.83876215560815,170.56533654427454,174.11619567871094,21734556,5,2013,28,16.31,10.675425853998219
101,173.5175015308091,175.43744571324137,172.06206041770793,175.04519653320312,25752389,5,2013,29,16.31,10.732384827296329
102,174.44652278644202,174.65296248802508,171.3498445765672,172.753662109375,18225094,5,2013,30,16.31,10.591886088864195
103,172.19626627394237,172.5369055727436,165.59001647281607,166.4570770263672,17159386,5,2013,31,16.31,10.205829370102219
104,165.92029204321196,166.2609312846064,162.11136982904563,162.65846252441406,14165128,6,2013,3,16.31,9.972928419645253
