,Open,High,Low,Close,Volume,Month,Year,EPS,PE
0,354.830624746879,355.9237017249095,352.7705637550094,353.4432373046875,3415675,1,2013,30.31,11.660944813747527
1,354.8305894961685,359.8755704567741,354.2209765213054,356.4912109375,6720949,1,2013,30.31,11.76150481483009
2,356.7644868136024,362.39803228821074,355.0828172064573,361.8725280761719,8633404,1,2013,30.31,11.939047445601185
3,362.35601162470095,363.49112884864434,358.8455591047567,362.3349914550781,6653188,1,2013,30.31,11.954305227815182
4,363.95352895706867,366.1817226268246,358.10975456710014,360.12774658203125,7653590,1,2013,30.31,11.88148289614092
5,359.4971020172225,360.75836803431105,356.4701140919599,357.6262512207031,6986898,1,2013,30.31,11.798952531201028
6,358.3620686789869,361.49415815917905,356.7855278861902,358.4881896972656,8535912,1,2013,30.31,11.827389960318893
7,360.61124393343425,361.1157560162517,356.0917956770602,357.3740539550781,4619906,1,2013,30.31,11.790631935172488
8,358.40409544728044,358.61429713645236,351.57234409901696,353.10687255859375,4025147,1,2013,30.31,11.649847329547798
9,353.5692720700725,358.61425230100855,352.7284373541986,356.322998046875,3530443,1,2013,30.31,11.755955065881723
10,355.73441479013076,358.10977783692056,352.30804340092277,356.15484619140625,5193923,1,2013,30.31,11.750407330630361
11,355.6923881067645,366.1397201387268,355.6923881067645,362.124755859375,9775627,1,2013,30.31,11.947369048478226
12,362.44002737907925,375.66210460371144,361.45205151947226,374.16961669921875,11058768,1,2013,30.31,12.344758056721174
13,376.2717345553911,379.61405358493556,372.34085081122726,378.4579162597656,11377357,1,2013,30.31,12.486239401509918
14,394.3916540565793,401.496667439415,385.9623139334135,386.7611083984375,21978673,1,2013,30.31,12.760181735349308
15,386.782110936034,391.28056709865484,384.91125990154796,386.8031311035156,9332206,1,2013,30.31,12.761568165737897
16,387.6649783979815,390.48176497796356,385.18451449108073,388.0643615722656,5850975,1,2013,30.31,12.803179200668612
17,388.88417874228105,390.2925860738067,381.31669403308047,384.9112548828125,6719024,1,2013,30.31,12.699150606493319
18,385.2055608826207,385.6680326539008,380.5179510501863,383.5028991699219,7044238,1,2013,30.31,12.65268555492979
19,383.14548422497273,383.90223826829686,376.2716934654189,377.34375,6700490,1,2013,30.31,12.449480369515012
20,376.2717066301003,379.2146141777183,370.00752853211804,371.1636657714844,7719701,1,2013,30.31,12.245584486027198
21,373.1186113029271,379.8032210504243,373.1186113029271,378.1215515136719,8820966,1,2013,30.31,12.475141917310191
22,376.96540667968014,377.5329792578646,371.2687729878891,372.7612609863281,8366794,1,2013,30.31,12.298293005157642
23,374.73722140898957,378.2897139367639,371.4789831641713,375.851318359375,4076408,2,2013,30.31,12.400241450325801
24,376.71314034623504,378.7941928913408,371.6891803929674,372.7822570800781,6848522,2,2013,30.31,12.298985716927685
25,371.6471745946891,372.44594097019007,367.02259736234674,367.7583312988281,4854215,2,2013,30.31,12.133234288974865
26,370.15474180393517,371.1847582430275,366.0977365603073,368.1367492675781,4938254,2,2013,30.31,12.145719210411684
27,366.4339773992335,370.80631229369334,365.0676385308877,366.98052978515625,4271285,2,2013,30.31,12.107572741179686
28,365.7403790975857,367.443040938152,360.2959866617139,363.0497131347656,4792108,2,2013,30.31,11.977885619754723
29,363.6592542175548,367.86339965887487,361.8094234879403,365.0886535644531,4164947,2,2013,30.31,12.045155181935108
30,365.1727651369088,370.11264486787087,363.74336566902394,368.0526123046875,4864351,2,2013,30.31,12.142943329088997
31,371.64717790544773,373.3288194068452,366.81239895227213,369.54510498046875,5266616,2,2013,30.31,12.192184261975214
32,369.9655172683953,371.4159369571972,357.77348278355356,359.8965759277344,6142472,2,2013,30.31,11.873856018730926
33,359.41312466047054,360.4641612672628,350.66848100822557,355.58734130859375,7195260,2,2013,30.31,11.731683975869144
34,356.5122036302183,359.28694996077786,354.49421140150395,356.302001953125,2655035,2,2013,30.31,11.75526235411168
35,356.9325984200738,359.4550744149541,350.7314531320214,356.6803283691406,4838510,2,2013,30.31,11.76774425500299
36,360.6953947250133,369.4820502530418,360.12782207370265,367.7793884277344,7436623,2,2013,30.31,12.133929014441913
37,365.3409207749364,368.620179142123,358.8875610060384,361.2208557128906,8107265,2,2013,30.31,11.917547202668777
38,360.9265891438523,366.60217490374595,360.71638746095067,362.6502990722656,4862652,2,2013,30.31,11.964707986547861
39,363.2387972065256,363.63820839514085,357.77341413128096,359.1817932128906,4939243,2,2013,30.31,11.85027361309438
40,357.22691257111177,357.22691257111177,344.2150640987832,346.2120361328125,6737457,2,2013,30.31,11.42237004727194
41,348.9447476109509,353.54827660716825,347.7465419201319,349.49127197265625,8854573,2,2013,30.31,11.530559946310005
42,351.97175945576817,352.95973547064796,338.7496801531207,342.1550598144531,13833924,2,2013,30.31,11.288520614135702
43,343.05890210105895,344.1099384608865,338.64452693833755,340.7045593261719,6953344,3,2013,30.31,11.24066510478957
44,340.07399606905415,344.00487983376894,338.3923264613004,341.6295166015625,7474003,3,2013,30.31,11.271181676066067
45,344.36223903428026,350.8155994524562,344.36223903428026,347.4102478027344,6579685,3,2013,30.31,11.461901940044024
46,349.7434483646065,352.47615385333347,347.5572951993466,351.15185546875,5389051,3,2013,30.31,11.585346600750578
47,349.4702251070599,353.77947142546105,346.4432369882416,351.6773986816406,5264941,3,2013,30.31,11.602685538820213
48,354.41004634905477,359.32890474345203,353.1488085224742,357.8995056152344,5065974,3,2013,30.31,11.807967852696615
49,358.2359520302572,361.809493182325,353.16995074604114,355.0408020019531,5284505,3,2013,30.31,11.713652326029466
50,357.563193487418,359.24486281365176,354.6413063636321,356.4490966796875,4276261,3,2013,30.31,11.760115363895991
51,354.0738190698226,360.12779594442924,353.23298427096444,355.2509765625,4700949,3,2013,30.31,11.720586491669417
52,354.83057410482826,363.00764413375066,351.15193237450995,361.5782165527344,7395178,3,2013,30.31,11.929337398638548
53,363.5541118785094,365.509043365428,352.43413581045326,354.683349609375,6396664,3,2013,30.31,11.701859109514187
54,351.04681284789797,354.6203254816173,349.2810626661827,350.75250244140625,4011664,3,2013,30.31,11.57217098124072
55,351.7195325683505,352.728528876341,341.33528708403963,346.84271240234375,8985166,3,2013,30.31,11.443177578434303
56,348.69248866671876,348.8606500141511,341.94481815082565,345.8757019042969,10089567,3,2013,30.31,11.411273569920716
57,346.84265870842654,350.12191724997734,338.3292659558329,341.6295166015625,8330057,3,2013,30.31,11.271181676066067
58,339.8217708641201,345.1610627514053,338.16114926984284,340.7887268066406,5938492,3,2013,30.31,11.24344199296076
59,344.9927869520324,346.1489240524667,337.27816214196616,340.2210693359375,7029333,3,2013,30.31,11.224713603957028
60,337.3832843754939,338.434320721166,327.9239292001383,329.33233642578125,9732813,3,2013,30.31,10.86546804440057
61,330.02604697719954,330.42545824298963,321.36551304115676,324.93902587890625,13256802,3,2013,30.31,10.720522133913107
62,328.3444342649814,332.46449990979744,325.3174455424035,327.39849853515625,4163305,4,2013,32.62,10.03674121812251
63,328.00803647781595,334.86080747851156,327.2092420548559,333.7677307128906,5555378,4,2013,32.62,10.231996649690087
64,335.40736509354633,335.9118491173579,324.14021845670914,326.4735412597656,4660773,4,2013,32.62,10.00838569159306
65,324.77087219506245,327.06212674413723,321.28141188465185,322.6898193359375,5957829,4,2013,32.62,9.892391763823959
66,323.29938382596424,328.93292859348645,322.7528314497332,327.9659729003906,6494885,4,2013,32.62,10.054137734530675
67,327.1251263447067,333.9568764462696,327.0830860145441,331.8758239746094,4439300,4,2013,32.62,10.173998282483428
68,333.0109721167452,334.48243993874894,324.18224937764813,326.6416931152344,6540942,4,2013,32.62,10.013540561472544
69,327.9659742175184,329.5845831225619,324.3924618168959,327.67169189453125,6095129,4,2013,32.62,10.045116244467543
70,329.60562248764495,330.0680661649902,321.26036354950065,324.1822509765625,5714265,4,2013,32.62,9.938143806761573
71,322.4586027037852,328.09214840730976,321.6177678660457,325.96905517578125,5674897,4,2013,32.62,9.992920146406538
72,325.00203069350084,336.3112161797588,325.00203069350084,333.6415710449219,8092203,4,2013,32.62,10.228129093958366
73,335.0710111945782,340.53642312031144,330.1942200863731,338.413330078125,8887303,4,2013,32.62,10.374412326122778
74,338.79175617269743,340.3683251544403,323.38354959021234,325.2754211425781,16052861,4,2013,32.62,9.971656074266651
75,326.4525661616689,330.11016003219294,324.83395689985866,328.5966796875,6896660,4,2013,32.62,10.073472706545065
76,330.4464695942426,334.1040630083928,327.20925147454375,332.02301025390625,6395446,4,2013,32.62,10.178510430837102
77,332.7586957952608,338.77063133694725,330.46744169466365,337.88775634765625,6178114,4,2013,32.62,10.358300317218157
78,339.5274138238415,347.51530166311244,339.5274138238415,344.5934143066406,12960763,4,2013,32.62,10.56386923073699
79,341.7976774625048,346.8426582142678,332.00199831740775,333.1371154785156,10426038,4,2013,32.62,10.212664484319916
80,333.4313384489363,335.8697334792839,331.4764071663478,333.2421569824219,10484281,4,2013,32.62,10.215884640785466
81,333.6626227270162,334.9238608042767,326.7257712056211,331.3713684082031,8774479,4,2013,32.62,10.158533672844976
82,331.03503463663725,339.2751930556076,329.3533931355555,337.5514831542969,13618132,5,2013,32.62,10.347991513007262
83,337.5935475234435,343.0169196289805,334.1881958786246,336.5425109863281,6458567,5,2013,32.62,10.317060422634217
84,337.25718912498024,346.8216177942303,337.25718912498024,345.4132385253906,4679141,5,2013,32.62,10.589001794156673
85,345.3712255314234,351.42520255928457,344.59345121796724,348.1669921875,8264934,5,2013,32.62,10.673420974478848
86,348.98678647763103,350.16394393142826,345.60242722561605,348.7975769042969,5929198,5,2013,32.62,10.692752204300948
87,348.2720672545226,349.63840619593174,342.6384940215484,343.9417724609375,4091269,5,2013,32.62,10.543892472744865
88,346.6439618104934,349.11179913661186,344.3037952381229,345.89935302734375,4540865,5,2013,32.62,10.60390413940355
89,346.0695771565485,351.23926329825633,339.8787521062645,341.6658020019531,4543615,5,2013,32.62,10.474120233045774
90,340.6233401004334,344.21871339885956,338.5171844248146,339.6021728515625,4414038,5,2013,32.62,10.410857536835149
91,341.24030614022666,349.23945431377314,341.24030614022666,348.47357177734375,5627723,5,2013,32.62,10.682819490415199
92,347.1971324738416,359.0256369550068,346.98436680391706,357.68536376953125,7598767,5,2013,32.62,10.965216547195931
93,357.68533003986454,359.4085585464326,350.30314874827405,355.49407958984375,6242491,5,2013,32.62,10.898040453398032
94,356.3025506146585,363.79110139322455,352.6220822054215,353.64324951171875,6618923,5,2013,32.62,10.841301333896958
95,353.62194219864205,357.40877888399376,351.1541332773254,352.5582275390625,5297117,5,2013,32.62,10.808038857727238
96,353.1964960247156,354.8558751211644,346.1334198935789,348.3672180175781,6289644,5,2013,32.62,10.67955910538253
97,345.3462583124466,347.1971293249796,331.9221392413733,333.77301025390625,6399068,5,2013,32.62,10.23215849950663
98,337.58109537281206,338.13421222037243,331.53918708243845,334.62396240234375,3987695,5,2013,32.62,10.258245321960263
