,symbol,date,fisher_value
0,ASTRAL,2024-09-20 00:00:00+05:30,-0.5793282172361256
1,MARUTI,2024-09-20 00:00:00+05:30,0.5742730008892076
2,SHRIRAMFIN,2024-09-20 00:00:00+05:30,4.475604200284737
3,VOLTAS,2024-09-20 00:00:00+05:30,2.8260772771328386
4,PFC,2024-09-20 00:00:00+05:30,-2.7967900484269927
