date,open,high,low,close,volume,5EMA,89EMA,5ema_volume,prev_open,pre_prev_open,prev_low,pre_prev_low,prev_high,pre_prev_high,prev_5EMA,pre_prev_5EMA,prev_89EMA,pre_prev_89EMA,prev_close,pre_prev_close,close_open,binary,percentage_difference
2021-03-18 00:00:00+05:30,34577.5,34759.85,33203.4,33293.25,0,34586.13852665962,26367.630934417582,0.0,36497.35,35575.65,34126.85,34893.25,36497.35,36316.4,35232.58278998942,35734.24918498413,35232.58278998942,35734.24918498413,34229.25,35938.3,-1284.25,False,31.16892682806192
2021-03-25 00:00:00+05:30,33420.75,33990.8,32415.25,33303.9,0,34158.72568443975,26521.770246986078,0.0,34577.5,36497.35,33203.4,34126.85,34759.85,36497.35,34586.13852665962,35232.58278998942,34586.13852665962,35232.58278998942,33293.25,34229.25,-116.84999999999854,False,28.795044095224114
2021-04-01 00:00:00+05:30,33588.0,33949.15,32141.55,32991.2,0,33769.55045629317,26665.535352608607,0.0,33420.75,34577.5,32415.25,33203.4,33990.8,34759.85,34158.72568443975,34586.13852665962,34158.72568443975,34586.13852665962,33303.9,33293.25,-596.8000000000029,False,26.641186871913288
2021-04-08 00:00:00+05:30,33154.2,33306.8,30520.3,31771.6,0,33103.56697086211,26779.00345588397,0.0,33588.0,33420.75,32141.55,32415.25,33949.15,33990.8,33769.55045629317,34158.72568443975,33769.55045629317,34158.72568443975,32991.2,33303.9,-1382.5999999999985,False,23.61762089241783
2021-04-15 00:00:00+05:30,31929.1,32325.15,30405.65,31112.7,0,32439.944647241413,26875.30782353099,0.0,33154.2,33588.0,30520.3,32141.55,33306.8,33949.15,33103.56697086211,33769.55045629317,33103.56697086211,33769.55045629317,31771.6,32991.2,-816.3999999999978,False,20.705388233128396
2021-04-22 00:00:00+05:30,30763.5,33777.7,30555.25,33722.8,0,32867.56309816094,27027.474316341413,0.0,31929.1,33154.2,30405.65,30520.3,32325.15,33306.8,32439.944647241413,33103.56697086211,32439.944647241413,33103.56697086211,31112.7,31771.6,2959.300000000003,True,21.607970887196373
2021-04-29 00:00:00+05:30,33901.6,34287.0,31906.55,32783.7,0,32839.6087321073,27155.390442644937,0.0,30763.5,31929.1,30555.25,30405.65,33777.7,32325.15,32867.56309816094,32439.944647241413,32867.56309816094,32439.944647241413,33722.8,31112.7,-1117.9000000000015,False,20.93219135061981
2021-05-06 00:00:00+05:30,32900.75,33297.6,32352.3,32452.3,0,32710.50582140487,27273.099543919492,0.0,33901.6,30763.5,31906.55,30555.25,34287.0,33777.7,32839.6087321073,32867.56309816094,32839.6087321073,32867.56309816094,32783.7,33722.8,-448.4500000000007,False,19.936884213432357
2021-05-14 00:00:00+05:30,32495.15,34142.85,32115.5,33685.2,0,33035.40388093658,27415.590665165728,0.0,32900.75,33901.6,32352.3,31906.55,33297.6,34287.0,32710.50582140487,32839.6087321073,32710.50582140487,32839.6087321073,32452.3,32783.7,1190.0499999999956,True,20.498603456723597
2021-05-20 00:00:00+05:30,33692.55,35216.1,33273.95,34684.2,0,33585.002587291056,27577.11531705093,0.0,32495.15,32900.75,32115.5,32352.3,34142.85,33297.6,33035.40388093658,32710.50582140487,33035.40388093658,32710.50582140487,33685.2,32452.3,991.6499999999942,True,21.785771285967126
2021-05-27 00:00:00+05:30,34664.2,35713.9,34529.7,35373.75,0,34181.251724860704,27750.37386556091,0.0,33692.55,32495.15,33273.95,32115.5,35216.1,34142.85,33585.002587291056,33035.40388093658,33585.002587291056,33035.40388093658,34684.2,33685.2,709.5500000000029,True,23.174022413012306
2021-06-03 00:00:00+05:30,35536.45,35810.9,34641.2,34800.5,0,34387.667816573805,27907.04333521511,0.0,34664.2,33692.55,34529.7,33273.95,35713.9,35216.1,34181.251724860704,33585.002587291056,34181.251724860704,33585.002587291056,35373.75,34684.2,-735.9499999999971,False,23.222182312595542
2021-06-10 00:00:00+05:30,34903.6,35380.0,34374.35,35003.5,0,34592.945211049206,28064.742372210327,0.0,35536.45,34664.2,34641.2,34529.7,35810.9,35713.9,34387.667816573805,34181.251724860704,34387.667816573805,34181.251724860704,34800.5,35373.75,99.90000000000146,True,23.261224892992775
2021-06-17 00:00:00+05:30,34619.8,35281.9,33908.95,34574.0,0,34586.630140699475,28209.392541716763,0.0,34903.6,35536.45,34374.35,34641.2,35380.0,35810.9,34592.945211049206,34387.667816573805,34592.945211049206,34387.667816573805,35003.5,34800.5,-45.80000000000291,False,22.606788109853454
2021-06-24 00:00:00+05:30,34687.7,35576.95,34592.35,34772.2,0,34648.486760466316,28355.232707456387,0.0,34619.8,34903.6,33908.95,34374.35,35281.9,35380.0,34586.630140699475,34592.945211049206,34586.630140699475,34592.945211049206,34574.0,35003.5,84.5,True,22.194330471338482
2021-07-01 00:00:00+05:30,34866.0,35807.45,34632.6,35771.3,0,35022.75784031088,28520.034202846244,0.0,34687.7,34619.8,34592.35,33908.95,35576.95,35281.9,34648.486760466316,34586.630140699475,34648.486760466316,34586.630140699475,34772.2,34574.0,905.3000000000029,True,22.80054642015708
2021-07-08 00:00:00+05:30,35603.25,35811.0,34859.9,35668.25,0,35237.92189354059,28678.883442782993,0.0,34866.0,34687.7,34632.6,34592.35,35807.45,35576.95,35022.75784031088,34648.486760466316,35022.75784031088,34648.486760466316,35771.3,34772.2,65.0,True,22.87061999412731
2021-07-15 00:00:00+05:30,35757.45,35985.25,34357.35,34415.45,0,34963.76459569373,28806.36269961004,0.0,35603.25,34866.0,34859.9,34632.6,35811.0,35807.45,35237.92189354059,35022.75784031088,35237.92189354059,35022.75784031088,35668.25,35771.3,-1342.0,False,21.37514534650722
2021-07-22 00:00:00+05:30,34774.55,35186.1,34115.2,34532.9,0,34820.143063795826,28933.619084063146,0.0,35757.45,35603.25,34357.35,34859.9,35985.25,35811.0,34963.76459569373,35237.92189354059,34963.76459569373,35237.92189354059,34415.45,35668.25,-241.65000000000146,False,20.344928032093367
2021-07-29 00:00:00+05:30,34740.3,36219.8,34445.4,36028.05,0,35222.77870919722,29091.273104417298,0.0,34774.55,35757.45,34115.2,34357.35,35186.1,35985.25,34820.143063795826,34963.76459569373,34820.143063795826,34963.76459569373,34532.9,34415.45,1287.75,True,21.076786783349466
2021-08-05 00:00:00+05:30,36093.95,36317.0,35531.35,35806.4,0,35417.31913946482,29240.49814654136,0.0,34740.3,34774.55,34445.4,34115.2,36219.8,35186.1,35222.77870919722,34820.143063795826,35222.77870919722,34820.143063795826,36028.05,34532.9,-287.54999999999563,False,21.124198917432153
2021-08-12 00:00:00+05:30,35825.4,36261.55,35432.0,35554.5,0,35463.04609297655,29380.80929884044,0.0,36093.95,34740.3,35531.35,34445.4,36317.0,36219.8,35417.31913946482,35222.77870919722,35417.31913946482,35222.77870919722,35806.4,36028.05,-270.90000000000146,False,20.70139298162952
2021-08-20 00:00:00+05:30,35146.5,35910.3,34817.5,35586.25,0,35504.114061984365,29518.707981088428,0.0,35825.4,36093.95,35432.0,35531.35,36261.55,36317.0,35463.04609297655,35417.31913946482,35463.04609297655,35417.31913946482,35554.5,35806.4,439.75,True,20.27665331670536
2021-08-26 00:00:00+05:30,35485.95,36997.7,35359.25,36574.3,0,35860.84270798958,29675.498914842017,0.0,35146.5,35825.4,34817.5,35432.0,35910.3,36261.55,35504.114061984365,35463.04609297655,35504.114061984365,35463.04609297655,35586.25,35554.5,1088.3500000000058,True,20.84326808084092
2021-09-02 00:00:00+05:30,36588.4,37140.0,36151.95,36768.2,0,36163.29513865972,29833.114494512196,0.0,35485.95,35146.5,35359.25,34817.5,36997.7,35910.3,35860.84270798958,35504.114061984365,35860.84270798958,35504.114061984365,36574.3,35586.25,179.79999999999563,True,21.218638252844706
2021-09-09 00:00:00+05:30,36725.5,36949.7,36327.05,36852.25,0,36392.94675910648,29989.095283523035,0.0,36588.4,35485.95,36151.95,35359.25,37140.0,36997.7,36163.29513865972,35860.84270798958,36163.29513865972,35860.84270798958,36768.2,36574.3,126.75,True,21.353933538308265
2021-09-16 00:00:00+05:30,36946.0,38112.75,36525.95,36944.65,0,36576.84783940433,30143.66316611141,0.0,36725.5,36588.4,36327.05,36151.95,36949.7,37140.0,36392.94675910648,36163.29513865972,36392.94675910648,36163.29513865972,36852.25,36768.2,-1.3499999999985448,False,21.341748140701533
2021-09-23 00:00:00+05:30,37241.25,38377.25,37216.15,37743.0,0,36965.56522626955,30312.537317975602,0.0,36946.0,36725.5,36525.95,36327.05,38112.75,36949.7,36576.84783940433,36392.94675910648,36576.84783940433,36392.94675910648,36944.65,36852.25,501.75,True,21.948106285212372
2021-09-30 00:00:00+05:30,37677.8,38106.85,36876.35,37521.55,0,37150.8934841797,30472.737599798365,0.0,37241.25,36946.0,37216.15,36525.95,38377.25,38112.75,36965.56522626955,36576.84783940433,36965.56522626955,36576.84783940433,37743.0,36944.65,-156.25,False,21.915181931096093
2021-10-07 00:00:00+05:30,37894.0,38779.05,37650.25,38635.75,0,37645.8456561198,30654.1378753584,0.0,37677.8,37241.25,36876.35,37216.15,38106.85,38377.25,37150.8934841797,36965.56522626955,37150.8934841797,36965.56522626955,37521.55,37743.0,741.75,True,22.808365412820013
2021-10-14 00:00:00+05:30,38684.65,40011.15,38673.0,39518.2,0,38269.96377074654,30851.117033683768,0.0,37894.0,37677.8,37650.25,36876.35,38779.05,38106.85,37645.8456561198,37150.8934841797,37645.8456561198,37150.8934841797,38635.75,37521.55,833.5499999999956,True,24.04725484967934
2021-10-21 00:00:00+05:30,39676.55,41829.6,39428.1,40874.35,0,39138.09251383103,31073.85554404635,0.0,38684.65,37894.0,38673.0,37650.25,40011.15,38779.05,38269.96377074654,37645.8456561198,38269.96377074654,37645.8456561198,39518.2,38635.75,1197.7999999999956,True,25.95183902542714
2021-10-28 00:00:00+05:30,40915.15,40931.05,38426.65,39402.05,0,39226.07834255402,31258.92653195643,0.0,39676.55,38684.65,39428.1,38673.0,41829.6,40011.15,39138.09251383103,38269.96377074654,39138.09251383103,38269.96377074654,40874.35,39518.2,-1513.0999999999985,False,25.487605284374254
2021-11-04 00:00:00+05:30,39669.1,39734.7,38873.8,39023.25,0,39158.468895036014,31431.46705346851,0.0,40915.15,39676.55,38426.65,39428.1,40931.05,41829.6,39226.07834255402,39138.09251383103,39226.07834255402,39138.09251383103,39402.05,40874.35,-645.8499999999985,False,24.583649972249123
2021-11-11 00:00:00+05:30,38913.05,39117.15,37981.2,38041.55,0,38786.16259669068,31578.357785613654,0.0,39669.1,40915.15,38873.8,38426.65,39734.7,40931.05,39158.468895036014,39226.07834255402,39158.468895036014,39226.07834255402,39023.25,39402.05,-871.5,False,22.825141383256884
2021-11-18 00:00:00+05:30,38071.9,38241.0,36647.55,37441.95,0,38338.09173112712,31708.65983482224,0.0,38913.05,39669.1,37981.2,38873.8,39117.15,39734.7,38786.16259669068,39158.468895036014,38786.16259669068,39158.468895036014,38041.55,39023.25,-629.9500000000044,False,20.90732289172462
2021-11-25 00:00:00+05:30,37362.05,37507.95,35327.9,36364.9,0,37680.36115408475,31812.131838492856,0.0,38071.9,38913.05,36647.55,37981.2,38241.0,39117.15,38338.09173112712,38786.16259669068,38338.09173112712,38786.16259669068,37441.95,38041.55,-997.1500000000015,False,18.446513881510143
2021-12-02 00:00:00+05:30,36281.85,37384.8,35696.75,37284.7,0,37548.474102723165,31933.744464304127,0.0,37362.05,38071.9,35327.9,36647.55,37507.95,38241.0,37680.36115408475,38338.09173112712,37680.36115408475,38338.09173112712,36364.9,37441.95,1002.8499999999985,True,17.58243429515521
2021-12-09 00:00:00+05:30,37331.75,37581.05,36545.4,36789.55,0,37295.49940181545,32041.651253986256,0.0,36281.85,37362.05,35696.75,35327.9,37384.8,37507.95,37548.474102723165,37680.36115408475,37548.474102723165,37680.36115408475,37284.7,36364.9,-542.1999999999971,False,16.396933186068452
2021-12-16 00:00:00+05:30,37092.95,37159.3,34018.45,35029.5,0,36540.166267876964,32108.047892786562,0.0,37331.75,36281.85,36545.4,35696.75,37581.05,37384.8,37295.49940181545,37548.474102723165,37295.49940181545,37548.474102723165,36789.55,37284.7,-2063.449999999997,False,13.80376156747333
2021-12-23 00:00:00+05:30,35350.5,35477.3,34233.0,35045.4,0,36041.91084525131,32173.32238405797,0.0,37092.95,37331.75,34018.45,36545.4,37159.3,37581.05,36540.166267876964,37295.49940181545,36540.166267876964,37295.49940181545,35029.5,36789.55,-305.09999999999854,False,12.02421190765876
2021-12-30 00:00:00+05:30,34977.65,37862.4,34751.25,37695.9,0,36593.240563500876,32296.046331078905,0.0,35350.5,37092.95,34233.0,34018.45,35477.3,37159.3,36041.91084525131,36540.166267876964,36041.91084525131,36540.166267876964,35045.4,35029.5,2718.25,True,13.305635582664882
2022-01-06 00:00:00+05:30,37242.55,38851.45,37058.45,38727.55,0,37304.67704233392,32438.968634832705,0.0,34977.65,35350.5,34751.25,34233.0,37862.4,35477.3,36593.240563500876,36041.91084525131,36593.240563500876,36041.91084525131,37695.9,35045.4,1485.0,True,14.999578014562568
2022-01-13 00:00:00+05:30,38717.55,38855.55,37769.25,38041.35,0,37550.23469488928,32563.46599850309,0.0,37242.55,34977.65,37058.45,34751.25,38851.45,37862.4,37304.67704233392,36593.240563500876,37304.67704233392,36593.240563500876,38727.55,37695.9,-676.2000000000044,False,15.31399850561187
2022-01-20 00:00:00+05:30,38106.1,38167.95,36375.35,37706.75,0,37602.406463259525,32677.761198536355,0.0,38717.55,37242.55,37769.25,37058.45,38855.55,38851.45,37550.23469488928,37304.67704233392,37550.23469488928,37304.67704233392,38041.35,38727.55,-399.34999999999854,False,15.070326375185541
2022-01-27 00:00:00+05:30,37058.2,39386.6,37012.25,39330.5,0,38178.43764217302,32825.59983856888,0.0,38106.1,38717.55,36375.35,37769.25,38167.95,38855.55,37602.406463259525,37550.23469488928,37602.406463259525,37550.23469488928,37706.75,38041.35,2272.300000000003,True,16.306900193533558
2022-02-03 00:00:00+05:30,39255.7,39424.85,37319.05,38610.25,0,38322.375094782015,32954.14761993402,0.0,37058.2,38106.1,37012.25,36375.35,39386.6,38167.95,38178.43764217302,37602.406463259525,38178.43764217302,37602.406463259525,39330.5,37706.75,-645.4499999999971,False,16.289990373171566
2022-02-10 00:00:00+05:30,38801.45,39197.2,36651.85,37953.8,0,38199.51672985468,33065.251006157705,0.0,39255.7,37058.2,37319.05,37012.25,39424.85,39386.6,38322.375094782015,38178.43764217302,38322.375094782015,38178.43764217302,38610.25,39330.5,-847.6499999999942,False,15.527678053134473
2022-02-17 00:00:00+05:30,38042.1,38124.5,36818.1,37392.05,0,37930.36115323646,33161.402094909754,0.0,38801.45,39255.7,36651.85,37319.05,39197.2,39424.85,38199.51672985468,38322.375094782015,38199.51672985468,38322.375094782015,37953.8,38610.25,-650.0499999999956,False,14.381053746393722
2022-02-24 00:00:00+05:30,36085.2,36709.15,34897.45,35372.8,0,37077.84076882431,33210.54427057842,0.0,38042.1,38801.45,36818.1,36651.85,38124.5,39197.2,37930.36115323646,38199.51672985468,37930.36115323646,38199.51672985468,37392.05,37953.8,-712.3999999999942,False,11.644785062050207
2022-03-03 00:00:00+05:30,35621.15,35804.15,32155.35,33815.45,0,35990.37717921621,33223.986620121126,0.0,36085.2,38042.1,34897.45,36818.1,36709.15,38124.5,37077.84076882431,37930.36115323646,37077.84076882431,37930.36115323646,35372.8,37392.05,-1805.7000000000044,False,8.32648589323624
2022-03-10 00:00:00+05:30,35153.95,35806.35,34094.3,35748.25,0,35909.66811947747,33280.08136189621,0.0,35621.15,36085.2,32155.35,34897.45,35804.15,36709.15,35990.37717921621,37077.84076882431,35990.37717921621,37077.84076882431,33815.45,35372.8,594.3000000000029,True,7.90138319971773
2022-03-17 00:00:00+05:30,36302.0,36827.6,35384.75,36147.35,0,35988.89541298498,33343.79844274296,0.0,35153.95,35621.15,34094.3,32155.35,35806.35,35804.15,35909.66811947747,35990.37717921621,35909.66811947747,35990.37717921621,35748.25,33815.45,-154.65000000000146,False,7.9328003820083826
2022-03-24 00:00:00+05:30,35633.7,36421.1,35016.3,36334.3,0,36104.030275323326,33410.25403290423,0.0,36302.0,35153.95,35384.75,34094.3,36827.6,35806.35,35988.89541298498,35909.66811947747,35988.89541298498,35909.66811947747,36147.35,35748.25,700.6000000000058,True,8.062723018406619
2022-03-31 00:00:00+05:30,36457.2,38765.85,36242.35,37632.8,0,36613.62018354889,33504.08838772858,0.0,35633.7,36302.0,35016.3,35384.75,36421.1,36827.6,36104.030275323326,35988.89541298498,36104.030275323326,35988.89541298498,36334.3,36147.35,1175.6000000000058,True,9.281051792351484
