,symbol,percent_diff,min,max,avg,relative_diff,date
0,NIFTY200MOMENTM30,11.75,-22.83,43.15,16.01,4.260000000000002,2024-11-17
1,NIFTY BANK,6.38,-44.47,29.52,6.41,0.03000000000000025,2024-11-17
2,NIFTY FMCG,2.04,-14.42,23.06,10.05,8.010000000000002,2024-11-17
